Time,Temperature (°F),,,Dew Point (°F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (in),,,Precipitation (in),
2/17/2022,52,38.5,32,43,35.9,31,100,90.8,71,8,2.8,0,30.1,30.1,30,0,
2/18/2022,52,39,33,43,37.1,32,100,93.5,71,9,3.5,0,30.1,30,29.9,0,
2/19/2022,54,38.4,30,43,35.1,29,100,88.7,59,9,6.6,0,29.9,29.8,29.7,0,
2/20/2022,49,43.9,39,41,37.5,34,93,79,58,20,8.6,3,29.7,29.7,29.7,0,
2/21/2022,45,38.9,34,37,34.9,32,96,86,68,14,7.9,0,29.7,29.5,29.5,0.04,
2/22/2022,42,35.6,26,36,27.7,17,97,75.4,45,18,8.8,0,29.9,29.7,29.6,0.11,
2/23/2022,40,29,22,19,15.5,12,75,59.1,38,14,9,0,30,29.9,29.9,0,
2/24/2022,44,33,22,32,25.3,16,85,74,53,9,5,0,30,30,30,0,
2/25/2022,50,31.6,24,33,26.1,21,96,81.4,50,8,2.3,0,30,30,29.8,0,
2/26/2022,53,41.3,28,42,34.9,25,92,79,59,13,4,0,29.9,29.8,29.7,0,
2/27/2022,59,53,45,52,47.3,42,93,81.8,64,22,10.3,0,29.9,29.8,29.7,0.07,
2/28/2022,60,57,53,54,50.8,46,93,80.3,64,17,11.3,3,29.7,29.7,29.6,0.17,
3/1/2022,60,55.9,53,55,52.6,50,97,88.9,75,14,6.4,0,29.8,29.7,29.7,0.56,
3/2/2022,54,51.3,47,52,49.5,46,100,93.9,86,12,4.3,0,29.7,29.7,29.6,0.36,
3/3/2022,54,46.6,42,46,41.6,38,97,83.5,55,15,5.8,0,29.8,29.7,29.7,0.8,
3/4/2022,51,43.6,40,40,38.4,37,97,82.4,63,14,4.9,0,29.7,29.7,29.6,0.02,
3/5/2022,54,44.6,38,43,38.2,35,93,79,57,10,4.8,0,29.9,29.8,29.7,0,
3/6/2022,52,44.3,37,41,38.7,33,96,81.3,61,12,4.9,0,30.1,30,29.9,0.01,
3/7/2022,62,40.7,31,44,34.2,29,100,80.6,35,8,3.5,0,30.2,30.1,30,0,
3/8/2022,52,44.2,34,41,36.3,31,97,75.4,56,12,7.2,3,30.1,29.9,29.8,0,
3/9/2022,50,44.4,33,44,39.1,28,90,81.9,66,18,9.5,3,29.9,29.8,29.7,0,
3/10/2022,52,38.5,27,35,28.2,22,92,68.6,41,9,4,0,30,29.9,29.9,0.07,
3/11/2022,68,45.8,27,36,31,24,92,62.5,20,8,4.4,0,29.9,29.9,29.8,0,
3/12/2022,57,44.5,31,47,38,29,92,79.2,45,26,11,6,29.8,29.5,29.3,0,
3/13/2022,44,44,44,40,40,40,85,85,85,18,16.3,14,29.4,29.4,29.4,0,
3/14/2022,54,49.4,45,49,44.9,42,96,85,66,14,6.4,0,29.8,29.7,29.6,0.21,
3/15/2022,57,50.4,40,49,44.2,38,93,80.2,59,18,9.7,3,29.9,29.8,29.7,0.39,
3/16/2022,59,47.1,40,42,39.1,36,97,76.5,42,7,4.6,3,30,29.9,29.8,0.05,
3/17/2022,56,47.6,38,46,40.9,36,96,79.3,59,10,5.1,0,29.8,29.8,29.8,0,
3/18/2022,61,52.6,47,46,44.3,42,90,75.1,50,15,7.6,0,29.8,29.7,29.5,0,
3/19/2022,55,47.5,36,46,40.3,31,93,77.8,46,20,7.2,0,29.9,29.6,29.5,0.05,
3/20/2022,51,42.9,34,39,35,31,93,75.3,46,9,5.5,0,30,29.9,29.9,0.16,
3/21/2022,53,48.3,43,49,44.7,38,92,87.2,82,18,8.4,3,30,30,30,0.01,
3/22/2022,70,57.6,51,57,52.2,48,96,83.1,61,10,5.3,0,30,29.9,29.8,0.13,
3/23/2022,61,54.5,51,54,48.9,45,100,82.2,56,12,7.4,3,29.9,29.8,29.8,0,
3/24/2022,59,49,42,49,44,38,96,83.3,69,14,8.3,0,29.9,29.8,29.6,0,
3/25/2022,63,52,45,46,43.9,41,93,75.7,46,12,5.9,0,29.7,29.7,29.6,0,
3/26/2022,69,55,48,53,48.4,45,93,79.5,53,9,5,0,29.6,29.5,29.3,0,
3/27/2022,63,56.2,50,55,51,47,96,83,72,16,5.2,0,29.3,29.3,29.2,0,
3/28/2022,58,54.3,51,51,49.1,46,93,82.8,72,9,4.8,0,29.6,29.4,29.3,0,
3/29/2022,62,52.4,47,49,46.2,38,93,80.5,60,17,5.4,0,29.8,29.7,29.6,0.03,
3/30/2022,57,48.6,41,46,39,34,86,70.5,42,12,6.2,0,29.9,29.9,29.8,0,
3/31/2022,56,45,35,42,36.7,33,93,75.1,47,9,3.7,0,29.9,29.8,29.7,0.01,
4/1/2022,60,44.7,33,44,38.5,32,100,81.2,42,10,3.2,0,29.8,29.7,29.7,0,
4/2/2022,59,47.9,38,44,39.5,35,97,75.4,45,9,4.4,0,29.9,29.8,29.8,0.06,
4/3/2022,60,49.2,39,44,40.1,36,93,73,47,20,9.7,5,29.7,29.6,29.5,0,
4/4/2022,54,48.8,43,49,42.9,35,93,81,57,22,15.3,9,29.8,29.5,29.3,0.55,
4/5/2022,57,45.4,36,41,36.1,32,93,73,42,9,5.2,0,30,30,29.8,0.27,
4/6/2022,64,47.4,33,46,38.6,30,89,73,50,12,5.5,0,30,29.9,29.9,0.01,
4/7/2022,73,55.7,37,56,44.7,35,97,69.2,49,13,4.6,0,29.9,29.8,29.7,0,
4/8/2022,59,51.2,42,46,37.9,30,93,62.5,39,20,9.5,0,30,29.9,29.8,0,
4/9/2022,54,45.9,37,40,34.8,29,96,67.6,40,13,5.9,0,30,30,29.9,0.01,
4/10/2022,48,44,41,43,40.4,36,96,87.5,79,18,9,3,29.9,29.6,29.2,0.15,
4/11/2022,50,42.2,37,41,36.4,32,93,80.7,52,25,13.7,6,29.6,29.3,29,0.48,
4/12/2022,47,39.6,36,40,35.6,33,93,86,61,16,10.7,3,29.7,29.6,29.6,0.09,
4/13/2022,53,40.8,34,41,36.5,32,96,85.5,56,17,8.9,3,29.6,29.6,29.5,0.67,
4/14/2022,48,40.3,35,40,35.6,30,97,83.7,65,14,6.3,0,29.6,29.6,29.5,0.14,
4/15/2022,55,39.2,30,36,31.2,28,100,76.5,40,9,5,0,29.7,29.6,29.5,0.09,
4/16/2022,53,43.8,37,40,34.7,30,86,71.4,48,25,8.9,0,29.8,29.6,29.4,0,
4/17/2022,54,44,32,43,37.5,31,100,79.2,59,8,3.6,0,29.9,29.8,29.6,0.03,
4/18/2022,58,47.2,42,49,41.9,39,89,82.4,58,21,9.5,3,29.6,29.4,29.3,0,
4/19/2022,54,45.4,41,45,41.2,38,93,86,64,14,7.1,3,29.5,29.5,29.5,0.22,
4/20/2022,52,46.9,39,47,43.4,36,97,87.8,76,18,8.6,3,29.4,29.3,29.2,0.4,
4/21/2022,60,49.1,42,44,41.1,38,92,75.7,47,22,10.3,0,29.5,29.4,29.3,0.73,
4/22/2022,60,47.7,39,49,42.6,38,97,84,53,9,2.7,0,29.9,29.7,29.6,0,
4/23/2022,66,46.1,36,46,39.7,34,100,82.1,37,9,2.3,0,30,29.9,29.8,0,
4/24/2022,71,54,39,47,40.7,35,97,65.7,28,13,6.8,3,29.9,29.8,29.7,0,
4/25/2022,57,52.3,48,50,46.1,41,96,80,64,8,5.7,0,29.7,29.7,29.7,0,
4/26/2022,58,49.2,41,45,40.4,36,93,72.7,47,17,6.8,0,29.8,29.7,29.7,0.03,
4/27/2022,57,49.1,41,45,41,38,93,75.3,49,13,3.5,0,29.7,29.7,29.6,0,
4/28/2022,58,49.6,43,43,40.7,38,93,73.1,49,15,7.2,0,29.8,29.7,29.6,0,
4/29/2022,60,51.5,45,51,45.1,41,93,80.5,49,12,5.8,0,29.8,29.8,29.6,0.03,
4/30/2022,57,52.8,45,52,47.8,42,97,83.8,64,15,8.8,3,29.7,29.6,29.5,0.33,
5/1/2022,65,50.7,42,51,44.1,40,97,79.9,48,13,2.8,0,29.7,29.7,29.4,0.16,
5/2/2022,52,48.8,46,46,43.4,41,90,82,71,22,13.3,6,29.8,29.6,29.5,0.22,
5/3/2022,62,51.8,46,46,43.7,42,90,75.4,52,10,5.2,0,29.9,29.9,29.8,0.05,
5/4/2022,72,54.6,39,55,45.5,38,100,74,51,14,4,0,29.8,29.6,29.5,0,
5/5/2022,59,52,46,54,48.6,42,97,88.7,71,18,6.2,0,29.5,29.4,29.4,0.11,
5/6/2022,64,55.5,51,55,50.6,47,96,84.3,56,31,10.8,0,29.4,29.4,29.3,0.92,
5/7/2022,55,49.5,42,47,42.6,38,90,77.6,55,18,11.7,7,29.7,29.6,29.4,0.31,
5/8/2022,51,44.2,39,42,38.9,37,93,81.8,63,16,9.7,3,29.5,29.4,29.4,0.1,
5/9/2022,54,44.9,37,43,39.6,35,97,83.1,53,17,7.6,0,29.7,29.6,29.5,0.17,
5/10/2022,61,48.1,41,43,40.7,37,97,77.9,46,14,4.1,0,29.9,29.8,29.7,0.08,
5/11/2022,62,49.5,38,43,39.1,36,97,70.6,39,17,6.8,0,29.9,29.9,29.8,0,
5/12/2022,52,48.3,43,50,44.1,39,93,85.6,71,21,10,0,29.9,29.8,29.7,0.02,
5/13/2022,56,45.8,37,54,43.5,36,100,92,74,10,3.6,0,29.9,29.8,29.7,0.43,
5/14/2022,69,59.8,55,59,54.8,53,96,84.1,63,16,7.6,0,29.7,29.7,29.6,0.55,
5/15/2022,71,58.1,50,58,52.8,49,100,84.3,53,18,4.4,0,29.7,29.6,29.5,0.18,
5/16/2022,62,56.1,47,50,45.8,42,89,70,48,10,6.1,0,29.8,29.8,29.7,0,
5/17/2022,68,52,41,51,44,40,97,77,43,9,2.5,0,29.9,29.8,29.8,0,
5/18/2022,63,53.9,48,53,45.4,40,86,73.3,58,14,9,3,29.9,29.8,29.8,0,
5/19/2022,57,50.4,41,45,40,34,93,69.3,42,17,6.6,0,29.9,29.9,29.9,0.03,
5/20/2022,61,43.8,33,43,37.1,32,100,80.1,46,13,3.9,0,29.9,29.9,29.7,0.06,
5/21/2022,70,53.5,36,48,43.3,35,97,72,38,16,6.7,0,29.8,29.8,29.7,0,
5/22/2022,72,58.3,41,50,44.8,39,97,65.1,35,8,3.3,0,29.9,29.8,29.8,0,
5/23/2022,74,61.6,50,53,48.6,44,89,65.1,40,12,4.4,0,29.8,29.8,29.7,0,
5/24/2022,79,61.3,42,52,45.1,37,100,60.6,27,12,2.9,0,29.8,29.7,29.6,0,
5/25/2022,78,63.5,52,59,51.5,42,84,66.1,48,12,4.7,0,29.7,29.6,29.5,0,
5/26/2022,74,63.2,52,60,53.6,46,93,72.4,55,15,5.9,0,29.5,29.5,29.4,0,
5/27/2022,65,58.6,53,52,48,43,83,69.1,45,9,5.7,0,29.6,29.6,29.5,0,
5/28/2022,61,54,45,55,49.4,43,93,84.5,74,33,12.7,0,29.6,29.4,29.2,0,
5/29/2022,58,52.5,49,47,44.8,42,89,75.7,56,15,9.3,3,29.8,29.7,29.5,0.36,
5/30/2022,65,54.2,47,47,43.6,41,90,69.7,43,14,4.7,0,29.8,29.8,29.7,0.01,
5/31/2022,74,57.5,41,53,47.9,40,96,73,44,8,3.9,0,29.8,29.7,29.6,0,
6/1/2022,79,63.6,51,55,51.9,48,93,68.5,44,8,4.3,0,29.6,29.6,29.5,0,
6/2/2022,79,64.2,50,56,50.7,48,93,64.8,36,13,5,0,29.6,29.5,29.4,0,
6/3/2022,66,58.7,55,55,52.3,47,97,80.4,50,12,4.6,0,29.5,29.4,29.4,0,
6/4/2022,67,59.3,55,60,56.4,52,96,90.3,75,17,7.1,0,29.4,29.3,29.3,0.18,
6/5/2022,70,61.4,57,58,55.6,52,96,82.3,57,23,9.6,0,29.6,29.4,29.3,0.72,
6/6/2022,66,57.9,50,55,52.5,47,96,83.3,54,10,5.7,0,29.8,29.7,29.6,0.05,
6/7/2022,71,56,46,55,49.1,44,97,79.9,44,20,3.7,0,29.7,29.6,29.5,0.02,
6/8/2022,74,63.5,56,56,51.1,48,77,64.9,43,9,3.5,0,29.7,29.6,29.6,0,
6/9/2022,81,64.6,49,63,52.8,44,90,68.1,38,15,8.1,3,29.6,29.6,29.5,0,
6/10/2022,72,65.6,62,63,60.5,57,96,83.9,70,13,5.7,0,29.6,29.6,29.6,0.15,
6/11/2022,66,62.7,58,63,59.8,54,97,90.5,81,12,3.6,0,29.6,29.6,29.5,0.2,
6/12/2022,58,54.5,51,54,50.1,46,93,85.4,67,14,8.4,0,29.7,29.5,29.4,0.33,
6/13/2022,61,54.3,50,49,46.7,45,89,76,58,16,8.4,0,29.9,29.8,29.7,0.38,
6/14/2022,68,56.3,49,48,46.2,43,90,71.2,40,9,5.2,0,29.9,29.8,29.7,0.04,
6/15/2022,68,56.8,46,53,48.2,44,93,74.6,52,14,4.8,0,29.7,29.6,29.5,0,
6/16/2022,68,59.9,54,52,48.5,45,93,68.2,43,12,6.1,0,29.6,29.5,29.4,0.01,
6/17/2022,62,55,50,54,50.4,45,97,84.6,67,12,3.5,0,29.6,29.5,29.4,0,
6/18/2022,66,55.8,48,53,48.9,45,93,78.7,50,9,4.2,0,29.8,29.6,29.6,0.25,
6/19/2022,64,57,53,53,50.1,49,90,78.1,60,12,4.7,0,29.9,29.8,29.8,0.15,
6/20/2022,72,57.5,45,53,49.3,44,100,76.9,43,16,5.5,0,29.9,29.9,29.9,0,
6/21/2022,80,65.5,50,59,54.5,48,97,70.2,43,17,9.2,0,29.9,29.8,29.7,0,
6/22/2022,83,69,56,63,57.9,53,90,69.8,47,14,8.4,0,29.8,29.7,29.6,0,
6/23/2022,76,62.4,49,52,47.2,36,86,61.8,24,16,10.3,3,29.7,29.7,29.6,0,
6/24/2022,80,64.4,47,54,49.8,44,90,62.5,36,16,10.3,0,29.7,29.7,29.6,0,
6/25/2022,92,72.6,51,58,53,45,86,53.7,30,18,9,0,29.6,29.6,29.5,0,
6/26/2022,95,75.7,53,62,56.4,51,93,55.1,31,15,5.2,0,29.6,29.6,29.5,0,
6/27/2022,93,72.1,55,56,50.9,45,84,53.2,21,21,7.7,0,29.7,29.6,29.6,0,
6/28/2022,75,63.4,54,55,51.9,50,87,67.7,46,12,7.9,0,29.8,29.7,29.7,0,
6/29/2022,76,61.7,53,57,53.6,50,93,76.6,50,10,4.4,0,29.8,29.8,29.7,0,
6/30/2022,80,61.1,48,59,52.4,47,97,76,42,13,4.4,0,29.7,29.7,29.6,0,
7/1/2022,78,63.9,52,59,55.1,49,93,74.7,50,12,5.4,0,29.7,29.7,29.6,0,
7/2/2022,74,60.4,50,58,53.1,49,100,78.4,53,12,4.3,0,29.6,29.6,29.5,0,
7/3/2022,72,62.2,56,54,51.7,50,87,69.4,51,7,3.8,0,29.6,29.6,29.5,0,
7/4/2022,79,64.3,52,56,52.6,50,93,69.2,38,9,4.4,0,29.6,29.6,29.5,0,
7/5/2022,74,65.4,58,63,58,50,93,77.7,59,9,4.6,0,29.6,29.5,29.5,0.02,
7/6/2022,76,66.2,60,61,57.9,55,96,76.2,52,14,5,0,29.6,29.6,29.6,0.21,
7/7/2022,77,65.2,57,56,54.3,52,83,69.4,46,10,5.5,0,29.7,29.7,29.6,0,
7/8/2022,82,65.5,53,59,55.1,51,97,72.4,40,9,2.5,0,29.7,29.7,29.7,0,
7/9/2022,83,68.3,55,59,55.1,51,93,65.7,42,12,3.3,0,29.9,29.8,29.7,0,
7/10/2022,83,67.3,49,56,52.9,47,96,63.8,37,16,7.3,0,29.9,29.9,29.8,0,
7/11/2022,93,74.8,57,61,57.9,54,89,59.5,32,21,11.1,3,29.8,29.6,29.4,0,
7/12/2022,95,77.6,61,59,56.1,52,81,51.7,25,16,7.8,0,29.6,29.5,29.4,0,
7/13/2022,82,67.5,53,55,51.1,47,93,60.3,30,15,6.5,0,29.7,29.6,29.6,0,
7/14/2022,86,68.7,52,58,53.6,49,93,61.9,37,15,6.2,0,29.7,29.6,29.6,0,
7/15/2022,84,67,51,57,51.9,45,92,62.7,26,13,7.2,0,29.7,29.7,29.6,0,
7/16/2022,75,65.3,59,59,57,53,90,75.7,55,12,3.5,0,29.7,29.7,29.6,0,
7/17/2022,78,67.2,56,55,51.2,49,87,59.7,36,16,9.5,0,29.7,29.6,29.6,0,
7/18/2022,82,66.3,51,53,50.5,47,86,60.5,35,21,11.6,0,29.7,29.7,29.6,0,
7/19/2022,91,72.3,53,61,55.7,50,93,60.7,28,7,3.6,0,29.6,29.6,29.6,0,
7/20/2022,95,75,58,63,57.5,54,87,59,27,13,5.8,0,29.7,29.6,29.6,0,
7/21/2022,84,66.8,58,60,56,53,90,70.4,43,15,8.5,0,29.7,29.7,29.6,0,
7/22/2022,79,66.8,59,57,53.4,52,83,64.2,39,12,6,0,29.7,29.7,29.6,0,
7/23/2022,80,64.6,53,55,52.8,50,93,68.9,36,14,7.9,0,29.7,29.7,29.6,0,
7/24/2022,91,71.4,51,61,55.7,48,93,62.2,32,17,8,0,29.7,29.6,29.5,0,
7/25/2022,100,78.7,58,61,57.3,53,90,53.8,21,13,5.4,0,29.5,29.5,29.4,0,
7/26/2022,101,79.9,61,65,58.6,50,87,54,18,15,6.6,0,29.6,29.5,29.4,0,
7/27/2022,96,76.7,61,66,58.4,54,78,56.3,31,13,6.3,0,29.6,29.6,29.5,0,
7/28/2022,98,78.6,60,65,59.9,55,83,56,30,10,5.5,0,29.6,29.5,29.4,0,
7/29/2022,101,81.9,64,68,63.5,59,84,57.7,29,13,7,3,29.5,29.5,29.4,0,
7/30/2022,98,80.6,64,69,63.6,59,84,59.3,31,14,7.7,0,29.5,29.5,29.4,0,
7/31/2022,96,78,65,66,60,53,81,57.5,23,15,8.6,0,29.6,29.5,29.5,0,
8/1/2022,85,71.6,63,61,58.5,57,81,65.2,38,15,9.6,0,29.6,29.6,29.6,0,
8/2/2022,93,70.9,57,61,57.5,54,93,67.8,27,9,4.5,0,29.7,29.6,29.6,0,
8/3/2022,87,71.7,58,57,52.8,46,81,55.2,28,14,7.7,0,29.6,29.6,29.5,0,
8/4/2022,82,61.2,48,54,50.2,45,96,71.6,35,18,5.4,0,29.6,29.6,29.5,0,
8/5/2022,86,69,54,53,49.8,44,84,55.3,24,13,9.1,0,29.6,29.6,29.5,0,
8/6/2022,92,71.2,53,54,51.7,49,93,56,23,9,4.4,0,29.6,29.6,29.5,0,
8/7/2022,99,73.7,55,60,53.4,45,89,55.7,16,17,6.5,0,29.6,29.6,29.5,0,
8/8/2022,80,65.2,57,58,55.2,53,87,71.7,45,17,10.4,5,29.6,29.6,29.6,0,
8/9/2022,86,66.5,59,60,56.4,54,87,71.8,41,22,7.2,0,29.6,29.6,29.5,0,
8/10/2022,81,67.6,61,57,54.7,52,88,65.9,39,12,5.9,0,29.7,29.7,29.6,0.06,
8/11/2022,87,67.9,50,57,53.8,48,93,64.5,33,15,5,0,29.7,29.7,29.6,0,
8/12/2022,77,64.9,55,54,52.3,50,89,65.9,42,12,7.7,0,29.8,29.7,29.7,0,
8/13/2022,83,66,50,55,52,48,93,64.8,33,13,5.6,0,29.8,29.8,29.7,0,
8/14/2022,87,69.4,52,58,54.1,50,93,63.2,31,12,5,0,29.8,29.7,29.6,0,
8/15/2022,90,71,52,57,54.3,49,93,60.6,27,14,4.3,0,29.7,29.6,29.6,0,
8/16/2022,92,72.3,52,57,52.7,42,97,57.9,18,17,7,0,29.7,29.6,29.5,0,
8/17/2022,95,77,56,65,58.2,53,90,56.4,30,8,4.1,0,29.6,29.5,29.4,0,
8/18/2022,92,76.8,66,66,63.4,60,87,65,37,15,5.8,0,29.6,29.5,29.5,0,
8/19/2022,81,69.2,62,62,58.9,58,86,70.8,48,15,9.4,5,29.6,29.6,29.5,0,
8/20/2022,83,67.2,61,60,58.5,56,93,75.8,44,7,3.1,0,29.6,29.6,29.5,0,
8/21/2022,93,65,51,60,54.7,46,100,77,20,10,3.3,0,29.6,29.6,29.5,0,
8/22/2022,87,73.1,59,58,53.4,47,78,52.3,33,14,8.4,6,29.7,29.7,29.6,0,
8/23/2022,89,71.6,53,59,55.5,51,93,60.9,30,17,6.6,0,29.7,29.6,29.5,0,
8/24/2022,90,73,58,63,58.7,55,90,64.5,35,9,4.6,0,29.5,29.5,29.4,0,
8/25/2022,94,74.4,60,62,59.3,57,90,63.3,33,12,7.1,0,29.6,29.6,29.5,0,
8/26/2022,85,68.7,57,60,57.8,54,93,70.7,40,16,4.8,0,29.7,29.6,29.6,0,
8/27/2022,76,66.4,55,60,53.3,48,87,64.8,38,14,8.6,0,29.7,29.6,29.6,0,
8/28/2022,81,65.5,51,53,50.1,47,86,61,33,16,10.1,0,29.6,29.6,29.5,0,
8/29/2022,90,70.1,53,59,54.8,50,93,62.7,30,10,3.2,0,29.6,29.5,29.5,0,
8/30/2022,98,74.8,57,61,57.5,54,90,60,26,16,4.2,0,29.6,29.5,29.5,0,
8/31/2022,91,72.5,60,58,54,48,83,56.7,26,14,9.1,7,29.6,29.6,29.5,0,
9/1/2022,91,69.7,50,55,52.6,48,93,60.6,26,14,5.3,0,29.6,29.6,29.4,0,
9/2/2022,86,67.6,54,60,56.2,51,90,69.1,41,21,7.6,0,29.6,29.5,29.5,0,
9/3/2022,80,67.5,58,57,55,52,82,66.1,40,8,4.8,0,29.7,29.7,29.6,0,
9/4/2022,88,68.8,51,60,55,50,96,66.7,28,13,4.5,0,29.7,29.7,29.6,0,
9/5/2022,83,69.1,59,57,49.1,39,90,54.1,26,23,13.2,3,29.7,29.7,29.6,0,
9/6/2022,90,69.3,49,54,48.8,44,83,52.7,24,12,4.5,0,29.6,29.6,29.5,0,
9/7/2022,88,70.4,54,55,49.1,38,90,54,18,18,8.9,0,29.8,29.7,29.6,0,
9/8/2022,82,65,46,47,41.6,37,80,47.2,20,20,10.6,0,29.8,29.7,29.5,0,
9/9/2022,91,70,51,45,41.1,34,71,40,16,22,11.8,6,29.5,29.4,29.2,0,
9/10/2022,89,67.4,51,54,41.7,34,68,42.8,20,9,4.6,0,29.5,29.3,29.3,0,
9/11/2022,80,68.3,60,60,56.8,53,90,68.5,42,13,5.7,0,29.7,29.6,29.6,0,
9/12/2022,75,65.8,60,58,56.2,54,93,72.6,50,8,4.9,0,29.7,29.6,29.5,0.01,
9/13/2022,75,65.9,60,55,52.3,49,80,62.8,41,12,3.3,0,29.5,29.5,29.5,0,
9/14/2022,78,64.4,51,54,50.7,47,92,64,35,12,5,0,29.6,29.5,29.5,0,
9/15/2022,74,64.2,55,55,51.6,47,90,66.3,38,9,4.8,0,29.7,29.7,29.6,0,
9/16/2022,75,62.8,53,53,48.2,44,84,61.9,35,13,5.5,0,29.7,29.7,29.6,0,
9/17/2022,69,58,45,52,47.4,42,90,70,44,10,3.3,0,29.6,29.4,29.3,0,
9/18/2022,76,62.5,50,51,48.4,45,89,62.9,37,12,5,0,29.4,29.3,29.3,0,
9/19/2022,77,61.4,48,53,50,45,93,68.7,42,10,3,0,29.5,29.4,29.4,0,
9/20/2022,73,62,54,58,54.6,50,96,77.8,51,9,4.9,0,29.6,29.5,29.5,0,
9/21/2022,67,61.6,57,59,56.5,55,96,83.7,68,12,6.3,3,29.7,29.6,29.6,0,
9/22/2022,74,63.7,53,56,52.7,49,90,69.2,45,10,6,0,29.8,29.7,29.7,0.01,
9/23/2022,78,53.9,44,53,47.8,43,100,83.5,35,12,3.7,0,29.8,29.8,29.7,0,
9/24/2022,82,62.8,45,52,48.6,43,93,63.9,33,13,5.5,0,29.8,29.7,29.7,0,
9/25/2022,85,64.3,46,55,50.6,44,93,65.7,32,8,2.7,0,29.7,29.7,29.6,0,
9/26/2022,89,68.3,52,58,53.4,49,90,63.4,29,8,5.2,0,29.6,29.6,29.5,0,
9/27/2022,75,62.2,53,56,53.3,49,93,74.6,46,16,9.6,3,29.6,29.5,29.5,0,
9/28/2022,72,60.5,50,59,53.6,47,97,79.7,51,14,7.5,0,29.7,29.6,29.6,0,
9/29/2022,71,63.2,57,58,56,54,90,77.5,61,15,9.2,0,29.8,29.8,29.7,0.11,
9/30/2022,68,57.8,53,55,53.3,51,100,86.3,61,18,8.7,0,29.8,29.7,29.6,0,
10/1/2022,87,55.8,45,55,49.2,45,100,83.8,28,15,2.9,0,29.6,29.5,29.4,0,
10/2/2022,87,64,48,58,51.3,46,96,69.2,28,14,5.4,0,29.6,29.5,29.5,0,
10/3/2022,80,60,53,58,53.7,51,100,82.5,42,14,5.7,0,29.7,29.7,29.6,0,
10/4/2022,72,57.8,52,56,52.9,50,97,84.8,55,9,4.5,0,29.7,29.7,29.6,0,
10/5/2022,69,58,52,56,54.6,49,100,89.3,63,9,4.8,0,29.8,29.7,29.7,0,
10/6/2022,71,54.7,47,57,52.1,46,100,91.9,61,6,1.1,0,29.7,29.7,29.7,0,
10/7/2022,75,57.2,49,58,53.1,48,100,87.7,55,8,2.5,0,29.8,29.8,29.7,0,
10/8/2022,81,55.9,47,58,51.5,46,100,88,39,12,1.1,0,29.8,29.7,29.6,0,
10/9/2022,83,56.9,45,54,48.6,44,100,79.3,31,8,2.4,0,29.7,29.7,29.6,0,
10/10/2022,82,63.3,46,54,49.8,45,97,66.2,33,8,3.6,0,29.7,29.7,29.6,0,
10/11/2022,73,60.4,50,54,48.6,42,93,67.7,39,16,8,0,29.8,29.7,29.7,0,
10/12/2022,79,58.1,40,51,45.9,37,93,67.8,34,8,2.9,0,29.8,29.7,29.7,0,
10/13/2022,81,58.7,43,50,46.1,41,93,68.2,30,10,2.9,0,29.8,29.7,29.6,0,
10/14/2022,82,58.3,41,50,44.8,39,96,66.9,28,14,3.8,0,29.6,29.6,29.5,0,
10/15/2022,86,59.5,41,49,45.6,39,96,65.9,26,9,3.5,0,29.5,29.4,29.4,0,
10/16/2022,69,57.2,48,53,49.6,46,93,77.4,54,17,8.3,0,29.7,29.6,29.5,0,
10/17/2022,73,58.3,48,53,49.9,46,93,75.8,46,8,1.9,0,29.7,29.7,29.7,0,
10/18/2022,74,50.4,42,53,46.5,41,100,88.7,46,8,1.6,0,29.8,29.8,29.7,0,
10/19/2022,75,50.8,0,61,47.2,0,100,87.2,0,9,1.4,0,29.9,29.8,29.7,0,
10/20/2022,73,46,0,54,40.6,0,100,69.6,0,8,1.3,0,29.8,29.7,29.6,0,
10/21/2022,64,52.2,46,55,49.8,45,100,92.1,58,14,5,0,29.7,29.6,29.3,0,
10/22/2022,56,51.1,46,51,46.2,44,93,83.7,67,14,8.2,6,29.6,29.4,29.3,0.05,
10/23/2022,59,50,39,46,41.5,37,96,75.1,46,9,4.3,0,29.8,29.7,29.6,0.17,
10/24/2022,58,51.5,44,54,47.4,41,97,85.9,71,16,10.1,3,29.9,29.8,29.7,0,
10/25/2022,59,49.3,41,49,45.5,40,97,87.3,62,17,8,3,29.9,29.8,29.6,0.04,
10/26/2022,57,48.9,41,48,44.4,39,93,85.1,62,10,7.8,5,29.8,29.8,29.7,0.43,
10/27/2022,62,47.7,35,44,40.7,34,97,79.1,46,8,5.4,0,29.8,29.7,29.6,0.1,
10/28/2022,61,53.2,42,54,48,40,93,83.6,60,9,5.5,0,29.9,29.8,29.7,0,
10/29/2022,68,54.5,45,55,49.4,44,100,84.9,50,8,4.1,0,29.9,29.9,29.8,0.03,
10/30/2022,63,56,51,55,50.8,46,97,83.7,58,7,3.9,0,29.9,29.8,29.7,0,
10/31/2022,59,53.8,49,55,50.5,47,97,88.5,75,12,6.2,0,29.7,29.5,29.4,0,
11/1/2022,53,46,39,47,42.9,37,97,89.3,64,17,5.6,0,29.5,29.4,29.3,1.06,
11/2/2022,47,42,35,41,38.5,33,97,87.9,79,15,8.2,0,29.8,29.6,29.5,0.55,
11/3/2022,49,42.4,34,41,37.2,32,97,82.7,66,18,9.9,3,29.9,29.8,29.8,0.2,
