Date,TimeOfCall,Age,Gender,Race,Language,City,Reason for Dispatch
8/24/2022,19:00:14,Unavailable,Male,White,English,Springfield,Check Welfare
8/24/2022,20:02:11,55,Female,White,English,Springfield,Public Assist
8/24/2022,21:33:26,60,Male,White,English,Springfield,Check Welfare
8/24/2022,22:57:02,44,Female,White,English,Springfield,Check Welfare
8/24/2022,23:35:02,29,Male,White,English,Springfield,Public Assist
8/25/2022,0:17:09,Unavailable,Female,Chose not to Disclose,English,Springfield,Public Assist
8/25/2022,2:11:12,65,Male,White,English,Springfield,Public Assist
8/25/2022,2:33:34,54,Female,White,English,Springfield,Public Assist
8/24/2022,17:36:49,42,Female,Black or African American,English,Eugene,Public Assist
8/24/2022,18:56:52,66,Female,White,English,Eugene,Police Assist
8/24/2022,19:52:32,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/24/2022,20:05:19,65,Male,Chose not to Disclose,English,Eugene,Check Welfare
8/24/2022,20:19:31,59,Female,White,English,Eugene,Check Welfare
8/24/2022,20:31:58,Unavailable,Male,Chose not to Disclose,English,Eugene,Public Assist
8/24/2022,20:39:00,50,Female,White,English,Eugene,Public Assist
8/24/2022,21:31:50,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/24/2022,21:40:59,34,Male,White,English,Eugene,Public Assist
8/24/2022,21:53:44,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
8/24/2022,22:35:17,30,Female,Black or African American,English,Eugene,Public Assist
8/24/2022,22:48:56,30,Other,White,English,Eugene,Public Assist
8/24/2022,23:44:29,37,Male,Two or More Unspecified Race,English,Eugene,Public Assist
8/25/2022,0:58:16,32,Female,White,English,Eugene,Police Assist
8/25/2022,2:07:52,26,Female,Two or More Unspecified Race,English,Eugene,Police Assist
8/25/2022,4:00:06,43,Male,White,English,Eugene,Public Assist
8/25/2022,4:16:34,28,Male,White,English,Eugene,Public Assist
8/25/2022,6:42:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
8/25/2022,7:12:00,Unavailable,Male,Chose not to Disclose,English,Springfield,Public Assist
8/25/2022,8:20:00,Unavailable,Female,White,English,Springfield,Public Assist
8/25/2022,10:18:00,Unavailable,Female,White,English,Springfield,Check Welfare
8/25/2022,11:40:00,27,Female,Chose not to Disclose,English,Springfield,Public Assist
8/25/2022,14:00:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Public Assist
8/25/2022,14:30:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Public Assist
8/25/2022,14:55:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Public Assist
8/25/2022,15:45:00,12,Female,Chose not to Disclose,English,Springfield,Public Assist
8/25/2022,16:26:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Public Assist
8/25/2022,5:20:34,Unavailable,Female,White,English,Eugene,Public Assist
8/25/2022,6:19:34,Unavailable,Female,White,English,Eugene,Public Assist
8/25/2022,6:36:43,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
8/25/2022,6:46:57,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/25/2022,6:55:40,71,Female,White,English,Eugene,Public Assist
8/25/2022,8:07:52,37,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/25/2022,8:07:52,63,Male,White,English,Eugene,Suicidal Subject
8/25/2022,9:54:52,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/25/2022,9:57:52,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/25/2022,10:00:00,52,Male,White,English,Eugene,Check Welfare
8/25/2022,10:18:57,Unavailable,Female,Chose not to Disclose,English,Eugene,Police Assist
8/25/2022,10:30:17,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Police Assist
8/25/2022,10:38:26,40,Male,White,English,Eugene,Check Welfare
8/25/2022,12:58:03,76,Female,White,English,Eugene,Suicidal Subject
8/25/2022,13:30:17,26,Female,Other Single Race,English,Eugene,Police Assist
8/25/2022,14:15:36,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/25/2022,14:35:54,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/25/2022,14:48:11,Unavailable,Female,Chose not to Disclose,English,Eugene,Check Welfare
8/25/2022,14:51:36,Unavailable,Female,White,English,Eugene,Check Welfare
8/25/2022,15:56:08,Unavailable,Male,Chose not to Disclose,English,Eugene,Transport
8/25/2022,15:56:08,Unavailable,Male,Chose not to Disclose,English,Eugene,Transport
8/25/2022,15:56:08,Unavailable,Male,White,English,Eugene,Public Assist
8/25/2022,12:29:25,94,Female,Chose not to Disclose,English,Eugene,Check Welfare
8/25/2022,12:47:00,59,Male,White,English,Eugene,Check Welfare
8/25/2022,17:01:28,56,Female,White,English,Springfield,Check Welfare
8/25/2022,17:45:25,12,Female,Black or African American,English,Springfield,Police Assist
8/25/2022,18:26:03,Unavailable,Male,White,English,Springfield,Check Welfare
8/25/2022,18:49:36,80,Female,White,English,Springfield,Fire Assist
8/25/2022,20:21:06,55,Male,White,English,Springfield,Police Assist
8/25/2022,21:08:46,20,Female,White,English,Springfield,Public Assist
8/25/2022,21:44:53,41,Male,White,English,Springfield,Public Assist
8/25/2022,22:41:52,28,Female,White,English,Springfield,Suicidal Subject
8/25/2022,23:41:41,Unavailable,Male,Chose not to Disclose,English,Springfield,Check Welfare
8/25/2022,23:56:00,20,Male,White,English,Springfield,Check Welfare
8/25/2022,17:16:40,33,Male,Chose not to Disclose,English,Eugene,Public Assist
8/25/2022,17:33:00,36,Male,White,English,Eugene,Check Welfare
8/25/2022,18:25:44,39,Male,White,English,Eugene,EMS Assist
8/25/2022,19:00:00,42,Male,White,English,Eugene,Public Assist
8/25/2022,19:20:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/25/2022,19:26:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/25/2022,19:33:00,56,Male,White,English,Eugene,Check Welfare
8/25/2022,19:58:36,76,Female,White,English,Eugene,Check Welfare
8/25/2022,20:28:00,30,Female,Black or African American,English,Eugene,Check Welfare
8/25/2022,21:05:09,46,Male,White,English,Eugene,Public Assist
8/25/2022,22:21:27,48,Male,Chose not to Disclose,English,Eugene,Public Assist
8/25/2022,22:30:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/25/2022,22:34:00,32,Female,Chose not to Disclose,English,Eugene,Public Assist
8/25/2022,23:10:00,66,Female,White,English,Eugene,EMS Assist
8/26/2022,0:10:00,26,Female (Assigned Male at Birth),White,English,Eugene,Public Assist
8/26/2022,0:51:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/26/2022,1:07:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/26/2022,1:11:00,40,Male,White,English,Eugene,Public Assist
8/26/2022,1:19:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/26/2022,1:35:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/26/2022,1:47:47,42,Female,White,English,Eugene,Police Assist
8/26/2022,2:43:53,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/26/2022,3:50:00,50,Male,Chose not to Disclose,English,Eugene,Public Assist
8/26/2022,4:17:46,63,Female,Chose not to Disclose,English,Eugene,Public Assist
8/26/2022,4:23:00,52,Female,White,English,Eugene,Public Assist
8/26/2022,6:00:39,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
8/26/2022,6:47:56,42,Male,White,English,Springfield,Public Assist
8/26/2022,7:39:32,44,Female,Chose not to Disclose,English,Springfield,Public Assist
8/26/2022,8:13:54,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
8/26/2022,9:51:47,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
8/26/2022,10:12:16,59,Female,White,English,Springfield,Police Assist
8/26/2022,12:07:53,26,Female,White,English,Springfield,Check Welfare
8/26/2022,12:57:49,42,Male,White,English,Springfield,Check Welfare
8/26/2022,14:20:02,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
8/26/2022,14:40:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
8/26/2022,14:47:06,Unavailable,Female,White,English,Springfield,Check Welfare
8/26/2022,16:18:12,Unavailable,Chose not to Disclose,White,English,Springfield,Check Welfare
8/26/2022,5:40:59,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/26/2022,6:48:53,32,Male,White,English,Eugene,Check Welfare
8/26/2022,7:51:57,34,Male,White,English,Eugene,Check Welfare
8/26/2022,8:35:21,63,Female,White,English,Eugene,Check Welfare
8/26/2022,8:58:44,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/26/2022,9:10:02,40,Female,White,English,Eugene,Check Welfare
8/26/2022,9:18:35,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/26/2022,9:24:18,25,Female,White,English,Eugene,Check Welfare
8/26/2022,10:49:22,26,Female,White,English,Eugene,Check Welfare
8/26/2022,11:47:48,24,Male,White,English,Eugene,Public Assist
8/26/2022,12:24:35,28,Male,Chose not to Disclose,English,Eugene,Check Welfare
8/26/2022,13:20:00,27,Male,White,English,Eugene,Public Assist
8/26/2022,14:52:57,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/26/2022,15:03:27,30,Female,White,English,Eugene,Public Assist
8/26/2022,15:55:53,32,Male (Assigned Female at Birth),White,English,Eugene,Public Assist
8/26/2022,17:17:00,58,Male,Asian,English,Eugene,Check Welfare
8/26/2022,18:26:00,24,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/26/2022,18:39:00,67,Female,White,English,Eugene,Check Welfare
8/26/2022,19:55:00,Unavailable,Female,White,English,Eugene,Public Assist
8/26/2022,19:55:00,46,Male,White,English,Eugene,Public Assist
8/26/2022,19:55:00,65,Male,White,English,Eugene,Public Assist
8/26/2022,20:44:00,43,Male,White,English,Eugene,Public Assist
8/26/2022,21:22:06,16,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/26/2022,21:48:12,36,Female,White,English,Eugene,Public Assist
8/26/2022,21:47:00,24,Female,Black or African American,English,Eugene,Police Assist
8/26/2022,23:25:00,Unavailable,Male,Chose not to Disclose,English,Eugene,Public Assist
8/26/2022,23:38:00,38,Male,White,English,Eugene,Public Assist
8/26/2022,23:50:00,47,Female,Chose not to Disclose,English,Eugene,Police Assist
8/26/2022,23:59:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/27/2022,0:06:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/27/2022,0:19:43,38,Male,White,English,Eugene,Public Assist
8/27/2022,0:57:00,46,Male,Two or More Unspecified Race,English,Eugene,Public Assist
8/27/2022,1:29:00,56,Male,White,English,Eugene,Public Assist
8/27/2022,2:22:00,56,Male,White,English,Eugene,Public Assist
8/27/2022,3:02:00,57,Male,White,English,Eugene,Check Welfare
8/27/2022,3:51:00,60,Male,White,English,Eugene,Public Assist
8/27/2022,4:10:00,24,Female,Black or African American,English,Eugene,Public Assist
8/26/2022,17:25:33,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
8/26/2022,17:42:14,66,Female,White,English,Springfield,Police Assist
8/26/2022,18:55:03,33,Female,White,English,Springfield,Public Assist
8/26/2022,23:57:06,54,Male,White,English,Springfield,Public Assist
8/27/2022,8:23:30,24,Female,White,English,Springfield,Check Welfare
8/27/2022,13:41:33,14,Male,White,English,Springfield,Police Assist
8/27/2022,5:08:17,24,Female,White,English,Eugene,Check Welfare
8/27/2022,5:50:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/27/2022,6:25:14,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Police Assist
8/27/2022,6:40:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/27/2022,6:55:35,57,Female,White,English,Eugene,EMS Assist
8/27/2022,7:34:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/27/2022,7:56:33,68,Male,White,English,Eugene,Police Assist
8/27/2022,8:28:21,26,Female,White,English,Eugene,Check Welfare
8/27/2022,8:47:20,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Police Assist
8/27/2022,9:07:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/27/2022,9:30:00,40,Female,White,English,Eugene,Check Welfare
8/27/2022,9:46:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/27/2022,9:59:00,46,Male,White,English,Eugene,Check Welfare
8/27/2022,10:27:25,44,Female,White,English,Eugene,Check Welfare
8/27/2022,11:04:00,30,Female,Black or African American,English,Eugene,Check Welfare
8/27/2022,11:42:00,42,Male,Two or More Unspecified Race,English,Eugene,Check Welfare
8/27/2022,12:02:03,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/27/2022,12:27:34,54,Male,White,English,Eugene,Check Welfare
8/27/2022,13:04:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/27/2022,13:15:37,24,Female,Black or African American,English,Eugene,Check Welfare
8/27/2022,16:15:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/27/2022,16:35:08,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/27/2022,17:31:29,20,Female,Two or More Unspecified Race,English,Eugene,Check Welfare
8/27/2022,18:01:00,24,Male,Two or More Unspecified Race,English,Eugene,Check Welfare
8/27/2022,18:22:34,44,Female,White,English,Eugene,Check Welfare
8/27/2022,19:29:18,31,Male,White,English,Eugene,Public Assist
8/27/2022,19:52:52,62,Female,White,English,Eugene,Public Assist
8/27/2022,19:59:24,59,Female,White,English,Eugene,Check Welfare
8/27/2022,20:41:22,Unavailable,Female,Chose not to Disclose,English,Eugene,Check Welfare
8/27/2022,20:52:03,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/27/2022,21:04:26,45,Female,White,English,Eugene,Public Assist
8/27/2022,22:11:26,Unavailable,Female,White,English,Eugene,Check Welfare
8/27/2022,22:17:11,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
8/27/2022,22:20:53,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/27/2022,22:31:54,42,Male,White,English,Eugene,Check Welfare
8/27/2022,23:18:06,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/27/2022,23:51:00,40,Female,Two or More Unspecified Race,English,Eugene,Public Assist
8/28/2022,1:16:00,Unavailable,Male,Chose not to Disclose,English,Eugene,Transport
8/28/2022,1:28:00,46,Male,Two or More Unspecified Race,English,Eugene,Public Assist
8/28/2022,2:02:00,34,Male,White,English,Eugene,Public Assist
8/28/2022,2:13:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/28/2022,2:28:00,Unavailable,Male,Chose not to Disclose,English,Eugene,Public Assist
8/28/2022,2:43:00,52,Female,White,English,Eugene,Check Welfare
8/28/2022,3:35:00,59,Male,Black or African American,English,Eugene,Public Assist
8/28/2022,4:30:00,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
8/27/2022,17:21:43,35,Female,Chose not to Disclose,English,Springfield,Check Welfare
8/27/2022,18:08:16,24,Female,White,English,Springfield,Check Welfare
8/27/2022,18:40:37,33,Male,White,English,Springfield,Check Welfare
8/27/2022,19:27:44,Unavailable,Female,Chose not to Disclose,English,Springfield,Check Welfare
8/27/2022,20:18:59,73,Female,White,English,Springfield,Public Assist
8/27/2022,21:23:30,80,Female,White,English,Springfield,Public Assist
8/27/2022,21:32:55,45,Male,White,English,Springfield,Check Welfare
8/27/2022,23:09:27,19,Male,White,English,Springfield,Public Assist
8/27/2022,23:51:17,48,Female,White,English,Springfield,Public Assist
8/28/2022,3:20:51,Unavailable,Male,Chose not to Disclose,English,Springfield,Check Welfare
8/28/2022,4:15:13,54,Male,White,English,Springfield,Public Assist
8/28/2022,23:13:17,12,Other,White,English,Springfield,Public Assist
8/28/2022,5:09:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/28/2022,5:25:00,42,Female,White,English,Eugene,Public Assist
8/28/2022,6:02:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/28/2022,6:06:00,66,Female,White,English,Eugene,Public Assist
8/28/2022,7:31:36,66,Female,White,English,Eugene,Public Assist
8/28/2022,9:35:09,27,Male,White,English,Eugene,Check Welfare
8/28/2022,9:59:00,41,Female,Black or African American,English,Eugene,Police Assist
8/28/2022,10:23:00,Unavailable,Female,White,English,Eugene,Check Welfare
8/28/2022,11:08:54,66,Male,White,English,Eugene,Transport
8/28/2022,11:13:54,34,Female,White,English,Eugene,Suicidal Subject
8/28/2022,13:44:15,57,Female,White,English,Eugene,Police Assist
8/28/2022,14:08:04,Unavailable,Female,Chose not to Disclose,English,Eugene,Check Welfare
8/28/2022,14:18:12,35,Female,Chose not to Disclose,English,Eugene,Check Welfare
8/28/2022,14:39:51,Unavailable,Female,Chose not to Disclose,English,Eugene,Public Assist
8/28/2022,15:01:50,58,Female,White,English,Eugene,Transport
8/28/2022,16:02:00,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
8/28/2022,16:24:50,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/28/2022,14:39:51,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/28/2022,17:00:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/28/2022,13:15:41,24,Male,White,English,Springfield,Check Welfare
8/28/2022,17:44:43,24,Male,Two or More Unspecified Race,English,Springfield,Public Assist
8/28/2022,18:51:38,30,Male,White,English,Springfield,Police Assist
8/28/2022,20:25:19,31,Female,White,English,Springfield,Police Assist
8/28/2022,21:43:55,Unavailable,Male,Chose not to Disclose,English,Springfield,Check Welfare
8/28/2022,22:15:08,Unavailable,Male,Chose not to Disclose,English,Springfield,Check Welfare
8/28/2022,22:39:45,30,Male,White,English,Springfield,Public Assist
8/28/2022,23:51:08,19,Female,White,English,Springfield,Public Assist
8/28/2022,17:20:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/28/2022,17:23:00,25,Other,White,English,Eugene,Police Assist
8/28/2022,17:56:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/28/2022,18:05:00,66,Male,Chose not to Disclose,English,Eugene,Check Welfare
8/28/2022,18:23:00,28,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/28/2022,18:44:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/28/2022,19:05:00,58,Male,White,English,Eugene,Public Assist
8/28/2022,19:37:00,61,Female,White,English,Eugene,Public Assist
8/28/2022,20:47:00,26,Male,White,English,Eugene,Public Assist
8/28/2022,21:19:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/28/2022,21:31:00,31,Male,White,English,Eugene,Public Assist
8/28/2022,22:46:00,Unavailable,Female,White,English,Eugene,Police Assist
8/29/2022,0:32:00,31,Male,Chose not to Disclose,English,Eugene,Police Assist
8/29/2022,0:46:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/29/2022,0:51:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/29/2022,1:01:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/29/2022,1:10:00,46,Male,American Indian,English,Eugene,Transport
8/29/2022,1:45:00,28,Male,White,English,Eugene,Public Assist
8/29/2022,1:59:00,46,Female,Two or More Unspecified Race,English,Eugene,Public Assist
8/29/2022,2:34:00,66,Female,White,English,Eugene,Public Assist
8/29/2022,3:03:00,42,Female,White,English,Eugene,Check Welfare
8/29/2022,2:59:00,41,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/29/2022,4:11:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/29/2022,5:12:37,73,Male,White,English,Eugene,Counseling
8/29/2022,6:00:00,69,Male,White,English,Eugene,Check Welfare
8/29/2022,7:10:00,45,Female,White,English,Eugene,Police Assist
8/29/2022,7:51:50,58,Male,White,English,Eugene,Public Assist
8/29/2022,8:32:46,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/29/2022,8:44:31,91,Male,Chose not to Disclose,English,Eugene,Check Welfare
8/29/2022,9:37:00,Unavailable,Chose not to Disclose,White,English,Eugene,Check Welfare
8/29/2022,10:20:54,32,Male,White,English,Eugene,Check Welfare
8/29/2022,10:52:21,29,Male,White,English,Eugene,Police Assist
8/29/2022,11:19:56,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/29/2022,11:37:41,20,Female,Other Single Race,English,Eugene,Check Welfare
8/29/2022,12:26:36,59,Male,Chose not to Disclose,English,Eugene,Check Welfare
8/29/2022,13:50:14,43,Female,White,English,Eugene,Check Welfare
8/29/2022,14:51:00,31,Male,White,English,Eugene,Check Welfare
8/29/2022,15:11:44,31,Male,White,English,Eugene,Check Welfare
8/29/2022,15:44:51,Unavailable,Male,White,English,Eugene,Check Welfare
8/29/2022,16:01:00,34,Female,White,English,Eugene,Public Assist
8/29/2022,5:10:25,37,Female,Black or African American,English,Springfield,Public Assist
8/29/2022,9:39:11,Unavailable,Female,White,English,Springfield,Suicidal Subject
8/29/2022,10:52:48,58,Male,White,English,Springfield,Public Assist
8/29/2022,12:04:00,32,Male,White,English,Springfield,Check Welfare
8/29/2022,12:20:52,62,Male,White,English,Springfield,Public Assist
8/29/2022,20:06:31,Unavailable,Male,Black or African American,English,Eugene,Check Welfare
8/29/2022,19:15:00,72,Female,Black or African American,English,Eugene,Check Welfare
8/29/2022,18:50:37,37,Male,White,English,Eugene,Check Welfare
8/29/2022,17:03:26,35,Female,White,English,Eugene,Check Welfare
8/29/2022,20:12:59,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
8/29/2022,20:16:59,Unavailable,Male,White,English,Eugene,Public Assist
8/29/2022,20:29:48,54,Male,Chose not to Disclose,English,Eugene,Transport
8/29/2022,20:41:19,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
8/29/2022,21:08:41,18,Female,White,English,Eugene,Check Welfare
8/29/2022,21:56:32,49,Male,Black or African American,English,Eugene,Public Assist
8/29/2022,17:09:57,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/29/2022,17:40:55,37,Male,White,English,Eugene,Check Welfare
8/29/2022,18:08:05,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/29/2022,18:45:00,63,Female,White,English,Eugene,Check Welfare
8/29/2022,19:07:00,24,Male,White,English,Eugene,Public Assist
8/29/2022,20:02:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/29/2022,20:11:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
8/29/2022,20:14:00,38,Female,White,English,Eugene,Check Welfare
8/29/2022,20:33:00,59,Female,White,English,Eugene,Public Assist
8/29/2022,21:19:00,16,Female,White,English,Eugene,Public Assist
8/29/2022,23:07:18,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/29/2022,23:24:00,83,Female,White,English,Eugene,Public Assist
8/30/2022,0:52:00,Unavailable,Chose not to Disclose,White,English,Eugene,Public Assist
8/30/2022,1:52:00,18,Female,White,English,Eugene,Police Assist
8/30/2022,3:14:00,27,Male,White,English,Eugene,Public Assist
8/30/2022,3:36:00,54,Male,White,English,Eugene,Check Welfare
8/29/2022,17:23:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
8/29/2022,17:37:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
8/29/2022,17:43:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
8/29/2022,17:57:00,40,Male,White,English,Springfield,Check Welfare
8/29/2022,18:20:00,26,Female,White,English,Springfield,Check Welfare
8/29/2022,19:12:00,Unavailable,Female,White,English,Springfield,Check Welfare
8/29/2022,19:37:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
8/29/2022,20:00:00,78,Male,White,English,Springfield,Check Welfare
8/29/2022,20:50:00,16,Male,White,English,Springfield,Police Assist
8/29/2022,21:46:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Police Assist
8/29/2022,21:53:00,13,Male,White,English,Springfield,Police Assist
8/29/2022,23:09:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
8/29/2022,23:24:00,50,Male,White,English,Eugene,Public Assist
8/30/2022,0:01:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
8/30/2022,7:55:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Public Assist
8/30/2022,9:20:00,Unavailable,Male,White,English,Springfield,Check Welfare
8/30/2022,9:55:00,Unavailable,Chose not to Disclose,White,English,Springfield,Check Welfare
8/30/2022,10:40:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
8/30/2022,11:50:00,64,Male,Chose not to Disclose,English,Springfield,Police Assist
8/30/2022,12:55:00,Unavailable,Male,Chose not to Disclose,English,Springfield,Check Welfare
8/30/2022,14:40:00,Unavailable,Male,White,English,Springfield,Check Welfare
8/30/2022,15:10:00,65,Male,Chose not to Disclose,English,Springfield,Check Welfare
8/30/2022,15:35:00,Unavailable,Male,White,English,Springfield,Public Assist
8/30/2022,5:11:15,42,Male,White,English,Eugene,Check Welfare
8/30/2022,5:59:37,Unavailable,Female,Chose not to Disclose,English,Eugene,Check Welfare
8/30/2022,6:57:41,42,Female,White,English,Eugene,Public Assist
8/30/2022,7:28:46,Unavailable,Female,White,English,Eugene,Police Assist
8/30/2022,7:57:57,Unavailable,Female,Chose not to Disclose,English,Eugene,Public Assist
8/30/2022,8:17:28,Unavailable,Male,Two or More Unspecified Race,English,Eugene,Check Welfare
8/30/2022,8:31:47,29,Female,White,English,Eugene,Suicidal Subject
8/30/2022,9:42:15,32,Male,White,English,Eugene,Counseling
8/30/2022,10:47:26,38,Male,White,English,Eugene,Public Assist
8/30/2022,12:00:25,36,Male,Chose not to Disclose,English,Eugene,Check Welfare
8/30/2022,12:04:00,Unavailable,Male,Chose not to Disclose,English,Eugene,Public Assist
8/30/2022,12:52:22,Unavailable,Female,Chose not to Disclose,English,Eugene,Police Assist
8/30/2022,13:00:32,32,Male,White,English,Eugene,Check Welfare
8/30/2022,13:24:14,27,Male,Chose not to Disclose,English,Eugene,Check Welfare
8/30/2022,13:54:22,42,Male,White,English,Eugene,Public Assist
8/30/2022,15:13:33,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
8/30/2022,15:33:28,45,Male,White,English,Eugene,Check Welfare
